Name,Firm Name,Ticker,SecId,Inception Date,Morningstar Category,US Category Group,Share Class Type,Oldest Share Class,Inception Date of Fund's Oldest Share Class,Ticker of Fund's Oldest Share Class,Index Fund,Obsolete Date,Obsolete Type,Merged Into Security,Research Flagship Fund Name,Net Assets - Share Class (mo-end) USD,Fund Size Comprehensive (mo-end) USD,Total Ret % Rank Cat 3Y mo-end (mo-end),Morningstar Rating 3Y (mo-end),Morningstar Sustainability Rating (mo-end),Morningstar Analyst Rating (day-end),Morningstar Category Primary Benchmark,Total Return (3Y - mo-end),Alpha Total (excess return) (3Y - mo-end) Cat Curr,Beta Total (excess return) (3Y - mo-end) Cat Curr,Standard Deviation Total (3Y - mo-end) Cat Curr,Sharpe Ratio Total Morningstar (3Y - mo-end) Cat Curr
HGK Equity Value,HGK Fund,HGKEX,FOUSA0071V,19990609,Large Value,U.S. Equity,Inv,Yes,19990609,HGKEX,No,20110518,Liquidated,,,"5,435,134.0000000000","5,435,134.0000000000",82,2 Stars,,,S&P 500 TR USD,,,,,
Sycuan Value,Sycuan Funds,SYCUX,FOUSA04BLP,20031010,Large Value,U.S. Equity,No Load,Yes,20031010,SYCUX,No,20100129,Liquidated,,,"5,408,581.0000000000","5,408,581.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
PIMCO Fdmtl Advantage Tax Effct Strat A,PIMCO,,FOUSA06YNT,20080731,Long-Short Equity,Alternative,A,No,20080229,PFAEX,No,20090629,Liquidated,,,"828,752.0000000000","5,391,874.0000000000",,,,,S&P 500 TR USD,,,,,
PIMCO Fdmtl Advantage Tax Effct Strat C,PIMCO,,FOUSA06YNU,20080731,Long-Short Equity,Alternative,C,No,20080229,PFAEX,No,20090629,Liquidated,,,"100,223.0000000000","5,391,874.0000000000",,,,,S&P 500 TR USD,,,,,
PIMCO Fdmtl Advantage Tax Effct Strat D,PIMCO,PFTDX,FOUSA06YNV,20080731,Long-Short Equity,Alternative,D,No,20080229,PFAEX,No,20090629,Liquidated,,,"34,501.0000000000","5,391,874.0000000000",,,,,S&P 500 TR USD,,,,,
PIMCO Fdmtl Advantage Tax Effct Strat I,PIMCO,PFAEX,FOUSA06QSG,20080229,Long-Short Equity,Alternative,Inst,Yes,20080229,PFAEX,No,20090629,Liquidated,,,"4,428,398.0000000000","5,391,874.0000000000",,,,,S&P 500 TR USD,,,,,
Lazard Global Equity Income Inst,Lazard,LGEIX,FOUSA06PH7,20080331,World Large Stock,International Equity,Inst,Yes,20080331,LGEIX,No,20090320,Liquidated,,,"1,094,718.0000000000","5,361,807.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Lazard Global Equity Income Open,Lazard,LGEOX,FOUSA06PH8,20080331,World Large Stock,International Equity,Other,No,20080331,LGEIX,No,20090320,Liquidated,,,"4,267,089.0000000000","5,361,807.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Scout Intl Discovery,Scout,UMBDX,FOUSA06O1J,20071231,Foreign Small/Mid Growth,International Equity,No Load,Yes,20071231,UMBDX,No,20130628,Liquidated,,,"5,337,410.0000000000","5,337,410.0000000000",,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
BlackRock India Instl,BlackRock,BIINX,F00000JWGZ,20110505,India Equity,International Equity,Inst,Yes,20110505,BIINX,No,20131210,Liquidated,,,"3,841,484.0000000000","5,310,051.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
BlackRock India Investor A,BlackRock,BAINX,F00000JWGX,20110505,India Equity,International Equity,A,No,20110505,BIINX,No,20131210,Liquidated,,,"1,170,055.0000000000","5,310,051.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
BlackRock India Investor C,BlackRock,BCINX,F00000JWGY,20110505,India Equity,International Equity,C,No,20110505,BIINX,No,20131210,Liquidated,,,"298,512.0000000000","5,310,051.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Leeb Focus,Leeb,LCMFX,FOUSA05K2A,20061218,Large Growth,U.S. Equity,Inst,Yes,20061218,LCMFX,No,20130628,Liquidated,,,"5,301,297.0000000000","5,301,297.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
Leeb Focus Retail,Leeb,,FOUSA05K28,20061218,Large Growth,U.S. Equity,Other,No,20061218,LCMFX,No,20080131,Merged,Leeb Focus,,"9,584,553.0000000000","5,301,297.0000000000",,,,,S&P 500 TR USD,,,,,
Morgan Stanley Inst Core Fixed Inc H,Morgan Stanley,MSXHX,F00000NYL5,20120430,Intermediate Core Bond,Taxable Bond,Other,No,19870929,,No,20130906,Merged,Morgan Stanley Inst Core Fixed Inc A,,"69,510.0000000000","5,291,257.0000000000",53,,,,BBgBarc US Agg Bond TR USD,,,,,
Utopia Core Conservative,Utopia Funds,UTCCX,FOUSA05HTR,20051230,Allocation--30% to 50% Equity,Allocation,No Load,Yes,20051230,UTCCX,No,20090331,Liquidated,,,"5,275,214.0000000000","5,275,214.0000000000",,1 Star,,,Morningstar Mod Tgt Risk TR USD,,,,,
Harness Absolute Return Inst,Harness,HIARX,F000003XHI,20091231,World Allocation,Allocation,Inst,Yes,20091231,HIARX,No,20100514,Liquidated,,,"5,246,696.0000000000","5,246,696.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Industry Leaders D,Industry Leaders,ILFDX,FOUSA02SZQ,19990317,Large Blend,U.S. Equity,D,No,19990317,ILFIX,No,20120622,Liquidated,,,"869,087.0000000000","5,231,664.0000000000",61,3 Stars,,,S&P 500 TR USD,,,,,
Industry Leaders Institutional,Industry Leaders,ILFLX,FOUSA04BH3,20011130,Large Blend,U.S. Equity,Inst,No,19990317,ILFIX,No,20120622,Liquidated,,,"1,540,770.0000000000","5,231,664.0000000000",61,3 Stars,,,S&P 500 TR USD,,,,,
Industry Leaders Investor,Industry Leaders,ILFIX,FOUSA02SZA,19990317,Large Blend,U.S. Equity,Inv,Yes,19990317,ILFIX,No,20120622,Liquidated,,,"2,821,807.0000000000","5,231,664.0000000000",65,3 Stars,,,S&P 500 TR USD,,,,,
Schroder Municipal Bond Adv,Schroder,,FOUSA04BLK,20031231,Muni National Interm,Municipal Bond,Adv,No,20031231,,No,20091117,Liquidated,,,"145,068.0000000000","5,211,841.0000000000",99,1 Star,,,BBgBarc Municipal TR USD,,,,,
Schroder Municipal Bond Inv,Schroder,,FOUSA04BLH,20031231,Muni National Interm,Municipal Bond,Inv,Yes,20031231,,No,20091117,Liquidated,,,"5,066,773.0000000000","5,211,841.0000000000",100,1 Star,,,BBgBarc Municipal TR USD,,,,,
Nationwide Value Opportunities A,Nationwide,,FOUSA00L8H,19991229,Small Blend,U.S. Equity,A,No,19991229,GVOIX,No,20090925,Liquidated,,,"4,750,114.0000000000","5,196,578.0000000000",69,2 Stars,,,S&P 500 TR USD,,,,,
Nationwide Value Opportunities B,Nationwide,,FOUSA00L8L,19991229,Small Blend,U.S. Equity,B,No,19991229,GVOIX,No,20090925,Liquidated,,,"286,674.0000000000","5,196,578.0000000000",75,2 Stars,,,S&P 500 TR USD,,,,,
Nationwide Value Opportunities C,Nationwide,GVOCX,FOUSA02SVL,20010301,Small Blend,U.S. Equity,C,No,19991229,GVOIX,No,20090925,Liquidated,,,"157,687.0000000000","5,196,578.0000000000",74,2 Stars,,,S&P 500 TR USD,,,,,
Nationwide Value Opportunities I,Nationwide,GVAIX,FOUSA05B0G,20040629,Small Blend,U.S. Equity,Inst,No,19991229,GVOIX,No,20090925,Liquidated,,,"1,054.0000000000","5,196,578.0000000000",65,3 Stars,,,S&P 500 TR USD,,,,,
Nationwide Value Opportunities R2,Nationwide,GVORX,FOUSA05BNE,20031230,Small Blend,U.S. Equity,Retirement,No,19991229,GVOIX,No,20090925,Liquidated,,,"1,049.0000000000","5,196,578.0000000000",74,2 Stars,,,S&P 500 TR USD,,,,,
AllianceBern Emerging Mkts Eq A,AllianceBernstein,AMEAX,F00000NBN8,20120927,Diversified Emerging Mkts,International Equity,A,No,20120927,AMEYX,No,20131125,Liquidated,,,"59,731.0000000000","5,171,906.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
AllianceBern Emerging Mkts Eq Advisor,AllianceBernstein,AMEYX,F00000NBNA,20120927,Diversified Emerging Mkts,International Equity,Adv,Yes,20120927,AMEYX,No,20131125,Liquidated,,,"5,089,318.0000000000","5,171,906.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
AllianceBern Emerging Mkts Eq C,AllianceBernstein,AMCEX,F00000NBN9,20120927,Diversified Emerging Mkts,International Equity,C,No,20120927,AMEYX,No,20131125,Liquidated,,,"22,857.0000000000","5,171,906.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Delux Long-Short A,Deluxe,DACAX,F00000MN59,20111003,Long-Short Equity,Alternative,A,No,20111003,DACIX,No,20121019,Liquidated,,,872.0000000000,"5,160,882.0000000000",,,,,S&P 500 TR USD,,,,,
Delux Long-Short C,Deluxe,DACCX,F00000NZAP,20120516,Long-Short Equity,Alternative,C,No,20111003,DACIX,No,20121019,Liquidated,,,892.0000000000,"5,160,882.0000000000",,,,,S&P 500 TR USD,,,,,
Delux Long-Short I,Deluxe,DACIX,F00000MN5A,20111003,Long-Short Equity,Alternative,Inst,Yes,20111003,DACIX,No,20121019,Liquidated,,,"5,064,016.0000000000","5,160,882.0000000000",,,,,S&P 500 TR USD,,,,,
Delux Long-Short N,Deluxe,DACNX,F00000MN58,20111003,Long-Short Equity,Alternative,N,No,20111003,DACIX,No,20121019,Liquidated,,,"95,102.0000000000","5,160,882.0000000000",,,,,S&P 500 TR USD,,,,,
Navellier Fundamental A,Navellier,,FOUSA05C3R,20050502,Mid-Cap Growth,U.S. Equity,A,Yes,20050502,,No,20100730,Liquidated,,,"5,158,798.0000000000","5,158,798.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
RiverPark/Gravity Long-Biased Instl,RiverPark Funds,RGLZX,F00000J470,20100930,Large Blend,U.S. Equity,Inst,Yes,20100930,RGLZX,No,20111024,Liquidated,,,"4,405,472.0000000000","5,106,865.0000000000",,,,,S&P 500 TR USD,,,,,
RiverPark/Gravity Long-Biased Retail,RiverPark Funds,,F00000J46Z,20100930,Large Blend,U.S. Equity,Adv,No,20100930,RGLZX,No,20111024,Liquidated,,,"701,393.0000000000","5,106,865.0000000000",,,,,S&P 500 TR USD,,,,,
Newgate Global Resources A,Newgate,NGGLX,FOUSA0885R,20081231,Natural Resources,Sector Equity,A,No,20081231,NGIRX,No,20120731,Liquidated,,,"3,796,217.0000000000","5,095,139.0000000000",100,1 Star,,,MSCI ACWI NR USD,,,,,
Newgate Global Resources I,Newgate,NGIRX,FOUSA0885S,20081231,Natural Resources,Sector Equity,Inst,Yes,20081231,NGIRX,No,20120731,Liquidated,,,"1,298,922.0000000000","5,095,139.0000000000",98,1 Star,,,MSCI ACWI NR USD,,,,,
Rockland Small Cap Growth,Rockland Funds,RKGRX,FOUSA00BXU,19961202,Small Growth,U.S. Equity,Inv,Yes,19961202,RKGRX,No,20100129,Merged,Jacob Small Cap Growth Investor,,"5,088,168.0000000000","5,088,168.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
Forward Focus A,Forward Funds,FFLMX,FOUSA05C1C,20050401,Small Blend,U.S. Equity,A,Yes,20050401,FFLMX,No,20121130,Merged,Forward Focus Inv,,"2,396,094.0000000000","5,086,362.0000000000",82,2 Stars,,,S&P 500 TR USD,,,,,
Forward Focus Inst,Forward Funds,FFLFX,FOUSA05HLW,20080501,Small Blend,U.S. Equity,Inst,No,20050401,FFLMX,No,20130430,Liquidated,,,"2,272,791.0000000000","5,086,362.0000000000",86,2 Stars,,,S&P 500 TR USD,,,,,
Forward Focus Inv,Forward Funds,FLFRX,FOUSA06TVI,20081020,Small Blend,U.S. Equity,Inv,No,20050401,FFLMX,No,20130430,Liquidated,,,"2,813,571.0000000000","5,086,362.0000000000",89,2 Stars,,,S&P 500 TR USD,,,,,
Credit Suisse Absolute Return Class A,"Credit Suisse (New York, NY)",,FOUSA069UK,20061229,Allocation--50% to 70% Equity,Allocation,A,No,20061229,CSNOX,No,20081229,Liquidated,,,"496,793.0000000000","5,062,652.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Credit Suisse Absolute Return Class C,"Credit Suisse (New York, NY)",,FOUSA069UL,20061229,Allocation--50% to 70% Equity,Allocation,C,No,20061229,CSNOX,No,20081229,Liquidated,,,"64,553.0000000000","5,062,652.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Credit Suisse Absolute Return Class Com,"Credit Suisse (New York, NY)",CSNOX,FOUSA069UM,20061229,Allocation--50% to 70% Equity,Allocation,Other,Yes,20061229,CSNOX,No,20081229,Liquidated,,,"4,501,306.0000000000","5,062,652.0000000000",,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Managers Value,AMG Funds III,MGIEX,FOUSA00DUT,19841031,Large Value,U.S. Equity,No Load,Yes,19841031,MGIEX,No,20081124,Liquidated,,,"5,052,955.0000000000","5,052,955.0000000000",,4 Stars,,,S&P 500 TR USD,,,,,
BlackRock World Gold Instl,BlackRock,BWGIX,F00000GX73,20100526,Equity Precious Metals,Sector Equity,Inst,Yes,20100526,BWGIX,No,20131210,Liquidated,,,"1,837,985.0000000000","5,049,187.0000000000",38,4 Stars,,,MSCI ACWI NR USD,,,,,
BlackRock World Gold Investor A,BlackRock,BWGAX,F00000GX75,20100526,Equity Precious Metals,Sector Equity,A,No,20100526,BWGIX,No,20131210,Liquidated,,,"1,978,697.0000000000","5,049,187.0000000000",41,3 Stars,,,MSCI ACWI NR USD,,,,,
BlackRock World Gold Investor C,BlackRock,BWGCX,F00000GX74,20100526,Equity Precious Metals,Sector Equity,C,No,20100526,BWGIX,No,20131210,Liquidated,,,"1,232,505.0000000000","5,049,187.0000000000",45,3 Stars,,,MSCI ACWI NR USD,,,,,
PineBridge Merger Arbitrage I,PineBridge,PBABX,F00000N7YK,20111230,Market Neutral,Alternative,Inst,Yes,20111230,PBABX,No,20120813,Liquidated,,,"5,023,875.0000000000","5,023,875.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
PineBridge Merger Arbitrage R,PineBridge,PBRRX,F00000N7YL,20120313,Market Neutral,Alternative,Retirement,No,20111230,PBABX,No,20120813,Liquidated,,,"1,999.0000000000","5,023,875.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Laudus Mondrian Global Equity Instl,Laudus Funds,LGEVX,FOUSA06SIH,20080617,World Large Stock,International Equity,Inst,Yes,20080617,LGEVX,No,20121130,Liquidated,,,"4,594,760.0000000000","4,982,907.0000000000",,3 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Laudus Mondrian Global Equity Inv,Laudus Funds,LGEQX,FOUSA06SII,20080617,World Large Stock,International Equity,Inv,No,20080617,LGEVX,No,20121130,Liquidated,,,"113,396.0000000000","4,982,907.0000000000",,3 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Laudus Mondrian Global Equity Select,Laudus Funds,LGESX,FOUSA06SIJ,20080617,World Large Stock,International Equity,Other,No,20080617,LGEVX,No,20121130,Liquidated,,,"274,751.0000000000","4,982,907.0000000000",,3 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
CMG Enhanced S&P 500,Columbia,CESPX,FOUSA04AIA,20030505,Large Blend,U.S. Equity,Inst,Yes,20030505,CESPX,No,20090730,Liquidated,,,"4,967,260.0000000000","4,967,260.0000000000",46,3 Stars,,,S&P 500 TR USD,,,,,
Allegiant Large Cap Core Equity B,PNC Funds,ARCEX,FOUSA00JEW,19980106,Mid-Cap Blend,U.S. Equity,B,No,19970801,,No,20090406,Merged,PNC Multi-Factor All Cap A,,"795,969.0000000000","4,943,967.8800000000",,2 Stars,,,S&P 500 TR USD,," -4.7240000000",0.9130000000,,
Van Wagoner Growth Opps,Embarcadero,VWGOX,FOUSA04APG,20030228,Small Growth,U.S. Equity,No Load,Yes,20030228,VWGOX,No,20080929,Merged,Embarcadero Absolute Return,,"4,943,686.0000000000","4,943,686.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
JPMorgan Global Opportunities A,JPMorgan,JGFAX,FOUSA05XS7,20070330,World Large Stock,International Equity,A,No,20070330,JGFRX,No,20131030,Liquidated,,,"1,134,114.0000000000","4,943,618.0000000000",86,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
JPMorgan Global Opportunities C,JPMorgan,JGFCX,FOUSA05XS8,20070330,World Large Stock,International Equity,C,No,20070330,JGFRX,No,20131030,Liquidated,,,"399,705.0000000000","4,943,618.0000000000",89,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
JPMorgan Global Opportunities R2,JPMorgan,JGFZX,F00000MTP9,20111101,World Large Stock,International Equity,Retirement,No,20070330,JGFRX,No,20131030,Liquidated,,,"67,994.0000000000","4,943,618.0000000000",88,,,,MSCI ACWI Ex USA NR USD,,,,,
JPMorgan Global Opportunities R5,JPMorgan,JGFRX,FOUSA05XSA,20070330,World Large Stock,International Equity,Retirement,Yes,20070330,JGFRX,No,20131030,Liquidated,,,"122,120.0000000000","4,943,618.0000000000",84,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
JPMorgan Global Opportunities R6,JPMorgan,JGFMX,F00000MTP8,20111101,World Large Stock,International Equity,Retirement,No,20070330,JGFRX,No,20131030,Liquidated,,,"69,020.0000000000","4,943,618.0000000000",85,,,,MSCI ACWI Ex USA NR USD,,,,,
JPMorgan Global Opportunities Select,JPMorgan,JGFSX,FOUSA05XS9,20070330,World Large Stock,International Equity,Other,No,20070330,JGFRX,No,20131030,Liquidated,,,"3,150,665.0000000000","4,943,618.0000000000",85,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
ING Asia-Pacific Real Estate A,ING Funds,IAPAX,FOUSA06M0F,20071101,Global Real Estate,Sector Equity,A,No,20071101,IAPIX,No,20110201,Liquidated,,,"4,731,734.0000000000","4,932,067.0000000000",30,3 Stars,,,MSCI ACWI NR USD,,,,,
ING Asia-Pacific Real Estate B,ING Funds,IAPBX,FOUSA06M0G,20071101,Global Real Estate,Sector Equity,B,No,20071101,IAPIX,No,20110201,Liquidated,,,"38,241.0000000000","4,932,067.0000000000",44,3 Stars,,,MSCI ACWI NR USD,,,,,
ING Asia-Pacific Real Estate C,ING Funds,IAPCX,FOUSA06M0H,20071101,Global Real Estate,Sector Equity,C,No,20071101,IAPIX,No,20110201,Liquidated,,,"159,591.0000000000","4,932,067.0000000000",43,4 Stars,,,MSCI ACWI NR USD,,,,,
ING Asia-Pacific Real Estate I,ING Funds,IAPIX,FOUSA06M0I,20071101,Global Real Estate,Sector Equity,Inst,Yes,20071101,IAPIX,No,20110201,Liquidated,,,"2,501.0000000000","4,932,067.0000000000",28,5 Stars,,,MSCI ACWI NR USD,,,,,
Dover Responsibility A,Dover Funds,,FOUSA05C5V,20050606,Large Blend,U.S. Equity,A,No,19000102,,No,20080715,Liquidated,,,"181,760.0000000000","4,927,511.0000000000",,2 Stars,,,S&P 500 TR USD,,,,,
Dover Responsibility Instl,Dover Funds,,FOUSA05C5W,20050506,Large Blend,U.S. Equity,Inst,No,19000102,,No,20080715,Liquidated,,,"4,745,751.0000000000","4,927,511.0000000000",,2 Stars,,,S&P 500 TR USD,,,,,
Shepherd Street Equity,Shepherd Street Funds Inc,,FOUSA02SZ8,19981001,Large Growth,U.S. Equity,No Load,Yes,19981001,,No,20080919,Liquidated,,,"4,918,574.0000000000","4,918,574.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
Aberdeen Small Cap Growth A,Aberdeen,GCOAX,FOUSA05KDM,20060929,Small Growth,U.S. Equity,A,No,20060929,GWOIX,No,20090123,Liquidated,,,"222,515.0000000000","4,905,320.0000000000",,,,,S&P 500 TR USD,,,,,
Aberdeen Small Cap Growth B,Aberdeen,GCOBX,FOUSA05KDN,20060929,Small Growth,U.S. Equity,B,No,20060929,GWOIX,No,20090123,Liquidated,,,"4,423.0000000000","4,905,320.0000000000",,,,,S&P 500 TR USD,,,,,
Aberdeen Small Cap Growth C,Aberdeen,GWOCX,FOUSA05KDO,20060929,Small Growth,U.S. Equity,C,No,20060929,GWOIX,No,20090123,Liquidated,,,"280,238.0000000000","4,905,320.0000000000",,,,,S&P 500 TR USD,,,,,
Aberdeen Small Cap Growth I/S,Aberdeen,GWOSX,FOUSA05KDQ,20060929,Small Growth,U.S. Equity,Other,No,20060929,GWOIX,No,20090123,Liquidated,,,806.0000000000,"4,905,320.0000000000",,,,,S&P 500 TR USD,,,,,
Aberdeen Small Cap Growth Inst,Aberdeen,GWOIX,FOUSA05KDR,20060929,Small Growth,U.S. Equity,Inst,Yes,20060929,GWOIX,No,20090123,Liquidated,,,"4,396,543.0000000000","4,905,320.0000000000",,,,,S&P 500 TR USD,,,,,
Aberdeen Small Cap Growth R,Aberdeen,GWORX,FOUSA05KDP,20060929,Small Growth,U.S. Equity,Retirement,No,20060929,GWOIX,No,20090123,Liquidated,,,795.0000000000,"4,905,320.0000000000",,,,,S&P 500 TR USD,,,,,
SSgA Aggressive Equity,State Street Global Advisors (Chicago),SSAEX,FOUSA00K3M,19981230,Large Blend,U.S. Equity,No Load,Yes,19981230,SSAEX,No,20081212,Liquidated,,,"4,700,649.0000000000","4,886,139.0000000000",,2 Stars,,,S&P 500 TR USD,,,,,
SSgA Aggressive Equity R,State Street Global Advisors (Chicago),SAERX,FOUSA057Z3,20040517,Large Blend,U.S. Equity,Retirement,No,19981230,SSAEX,No,20081212,Liquidated,,,"185,490.0000000000","4,886,139.0000000000",,2 Stars,,,S&P 500 TR USD,,,,,
High Pointe Select Value,High Pointe Capital Management,,FOUSA05BAT,20041228,Large Blend,U.S. Equity,No Load,Yes,20041228,,No,20080131,Liquidated,,,"4,879,699.0000000000","4,879,699.0000000000",,1 Star,,,S&P 500 TR USD,,,,,
ING UBS US Small Cap Growth A,Voya,IUSAX,FOUSA05HTD,20060428,Small Growth,U.S. Equity,Adv,No,20060428,IUSIX,No,20080905,Liquidated,,,896.0000000000,"4,875,002.0000000000",,,,,S&P 500 TR USD,,,,,
ING UBS US Small Cap Growth I,Voya,IUSIX,FOUSA05HTB,20060428,Small Growth,U.S. Equity,Inst,Yes,20060428,IUSIX,No,20080905,Liquidated,,,"2,941,296.0000000000","4,875,002.0000000000",,,,,S&P 500 TR USD,,,,,
ING UBS US Small Cap Growth S,Voya,IUSSX,FOUSA05HTC,20060428,Small Growth,U.S. Equity,S,No,20060428,IUSIX,No,20080905,Liquidated,,,"1,932,810.0000000000","4,875,002.0000000000",,,,,S&P 500 TR USD,,,,,
Bryce Capital Growth,Bryce Funds,BCFGX,FOUSA05AOL,20040914,Mid-Cap Growth,U.S. Equity,No Load,Yes,20040914,BCFGX,No,20101210,Merged,Dblaine A,,"4,863,198.0000000000","4,863,198.0000000000",5,5 Stars,,,S&P 500 TR USD,,,,,
QCM Absolute Return,Quixote Capital Management LLC,,FOUSA05GBL,20051220,Long-Short Equity,Alternative,No Load,Yes,20051220,,No,20080131,Liquidated,,,"4,852,381.0000000000","4,852,381.0000000000",,,,,S&P 500 TR USD,,,,,
Forward Opportunities A,Forward Funds,,FOUSA00I2P,19971031,Mid-Cap Growth,U.S. Equity,A,Yes,19971031,,No,20080902,Liquidated,,,"4,258,046.0000000000","4,839,858.0000000000",,2 Stars,,,S&P 500 TR USD,,,,,
Forward Opportunities C,Forward Funds,,FOUSA00I1N,20000630,Mid-Cap Growth,U.S. Equity,C,No,19971031,,No,20080902,Liquidated,,,"581,812.0000000000","4,839,858.0000000000",,2 Stars,,,S&P 500 TR USD,,,,,
Black Pearl Focus,Firsthand Funds,,FOUSA05GQ8,20051101,Mid-Cap Growth,U.S. Equity,No Load,Yes,20051101,,No,20080725,Liquidated,,,"4,824,445.0000000000","4,824,445.0000000000",,,,,S&P 500 TR USD,,,,,
SAM Sustainable Water Instl,Robeco Investment Funds,SMWIX,FOUSA06LA7,20071001,Natural Resources,Sector Equity,Inst,Yes,20071001,SMWIX,No,20100723,Liquidated,,,"3,994,534.0000000000","4,756,435.0000000000",,,,,MSCI ACWI NR USD,,,,,
SAM Sustainable Water Inv,Robeco Investment Funds,SMWNX,FOUSA06LA4,20071001,Natural Resources,Sector Equity,Inv,No,20071001,SMWIX,No,20100723,Liquidated,,,"761,901.0000000000","4,756,435.0000000000",,,,,MSCI ACWI NR USD,,,,,
Wells Fargo Advantage Social Sust A,Wells Fargo Funds,WSSAX,FOUSA07Y6Q,20080930,Large Blend,U.S. Equity,A,No,20080930,WSRAX,No,20120328,Liquidated,,,"1,123,662.0000000000","4,748,869.0000000000",83,1 Star,,,S&P 500 TR USD,,,,,
Wells Fargo Advantage Social Sust Adm,Wells Fargo Funds,WSRAX,FOUSA07Y6S,20080930,Large Blend,U.S. Equity,Other,Yes,20080930,WSRAX,No,20120328,Liquidated,,,"3,482,439.0000000000","4,748,869.0000000000",81,2 Stars,,,S&P 500 TR USD,,,,,
Wells Fargo Advantage Social Sust C,Wells Fargo Funds,WSRCX,FOUSA07Y6R,20080930,Large Blend,U.S. Equity,C,No,20080930,WSRAX,No,20120328,Liquidated,,,"142,768.0000000000","4,748,869.0000000000",90,2 Stars,,,S&P 500 TR USD,,,,,
Loomis Sayles Tax-Managed Equity Instl,Loomis Sayles Funds,,FOUSA00GGZ,19950929,Large Blend,U.S. Equity,Inst,Yes,19950929,,No,20080822,Liquidated,,,"4,737,319.0000000000","4,737,319.0000000000",,4 Stars,,,S&P 500 TR USD,,,,,
Allianz AGIC Mid-Cap Growth A,Allianz Global Investors,ANMAX,FOUSA06J6D,20070730,Mid-Cap Growth,U.S. Equity,A,No,19000102,,No,20111129,Liquidated,,,"1,178,281.0000000000","4,718,161.0000000000",67,2 Stars,,,S&P 500 TR USD,,,,,
Allianz AGIC Mid-Cap Growth C,Allianz Global Investors,ANMGX,FOUSA06J6E,20070730,Mid-Cap Growth,U.S. Equity,C,No,19000102,,No,20111129,Liquidated,,,"430,191.0000000000","4,718,161.0000000000",74,2 Stars,,,S&P 500 TR USD,,,,,
Allianz AGIC Mid-Cap Growth D,Allianz Global Investors,ANGDX,FOUSA06J6F,20070730,Mid-Cap Growth,U.S. Equity,D,No,19000102,,No,20111129,Liquidated,,,"90,669.0000000000","4,718,161.0000000000",66,3 Stars,,,S&P 500 TR USD,,,,,
Allianz AGIC Mid-Cap Growth I,Allianz Global Investors,ANMIX,FOUSA0581N,20040227,Mid-Cap Growth,U.S. Equity,Inst,No,19000102,,No,20111129,Liquidated,,,"3,008,675.0000000000","4,718,161.0000000000",63,3 Stars,,,S&P 500 TR USD,,,,,
Allianz AGIC Mid-Cap Growth P,Allianz Global Investors,AMGPX,FOUSA06VJM,20080707,Mid-Cap Growth,U.S. Equity,Other,No,19000102,,No,20111129,Liquidated,,,"10,345.0000000000","4,718,161.0000000000",63,3 Stars,,,S&P 500 TR USD,,,,,
SPARX Asia Pacific Opportunities,Hennessy,SPAPX,FOUSA06IH8,20070831,Pacific/Asia ex-Japan Stk,International Equity,No Load,Yes,20070831,SPAPX,No,20090915,Liquidated,,,"4,705,173.0000000000","4,705,173.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Quaker Mid-Cap Value B,Quaker,QMCBX,FOUSA02UHP,20010105,Mid-Cap Value,U.S. Equity,B,No,19971231,QMCVX,No,20091005,Liquidated,,,"114,354.0000000000","4,697,343.2600000000",94,2 Stars,,,S&P 500 TR USD,,,,,
Allianz RCM All Alpha A,Allianz Funds,AZPAX,F00000LVZO,20110331,Market Neutral,Alternative,A,No,20110331,AZPIX,No,20120622,Liquidated,,,"40,839.0000000000","4,690,277.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
